company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,profitability_score,roe_score,leverage_score,efficiency_score,financial_health_score,health_rating
ADANIPOWER,Mar 2022,17.73,35.66,26.61,2.66,3.37,0.34,16,20,8,4,48,Average
ADANIPOWER,Mar 2023,27.67,26.04,35.91,1.42,4.29,0.45,20,20,12,4,56,Good
ADANIPOWER,Mar 2024,41.37,36.2,48.28,0.8,8.3,0.55,20,20,16,8,64,Good
AMBUJACEM,Dec 2012,13.25,25.37,14.69,0.01,32.59,0.79,12,12,20,8,52,Average
AMBUJACEM,Dec 2013,13.95,18.22,13.51,0.01,30.73,0.71,12,12,20,8,52,Average
AMBUJACEM,Dec 2014,14.94,19.43,14.77,0.0,35.65,0.72,12,12,20,8,52,Average
AMBUJACEM,Dec 2015,8.56,16.34,7.87,0.0,20.6,0.67,8,8,20,8,44,Average
AMBUJACEM,Dec 2016,7.14,15.83,7.23,0.0,23.67,0.61,8,8,20,8,44,Average
AMBUJACEM,Dec 2017,8.24,16.34,9.41,0.0,20.35,0.66,8,8,20,8,44,Average
AMBUJACEM,Dec 2018,11.42,15.4,13.29,0.0,24.96,0.7,12,12,20,8,52,Average
AMBUJACEM,Dec 2019,10.27,16.96,11.56,0.0,30.58,0.67,12,12,20,8,52,Average
AMBUJACEM,Dec 2020,12.67,20.42,13.65,0.02,37.81,0.62,12,12,20,8,52,Average
AMBUJACEM,Dec 2021,12.81,21.44,14.64,0.02,44.26,0.64,12,12,20,8,52,Average
AMBUJACEM,Mar 2024,14.29,19.3,11.43,0.02,28.26,0.51,12,12,20,8,52,Average
APOLLOHOSP,Mar 2013,8.04,16.24,11.03,0.44,6.26,0.78,8,12,20,8,48,Average
APOLLOHOSP,Mar 2014,7.23,15.52,10.58,0.45,5.83,0.81,8,12,20,8,48,Average
APOLLOHOSP,Mar 2015,6.53,14.37,10.56,0.63,6.64,0.79,8,12,16,8,44,Average
APOLLOHOSP,Mar 2016,3.82,11.12,7.05,0.85,4.31,0.84,4,8,16,8,36,Weak
APOLLOHOSP,Mar 2017,1.81,10.12,3.95,0.94,3.09,0.9,4,4,16,8,32,Weak
APOLLOHOSP,Mar 2018,0.73,9.72,1.85,1.05,2.8,0.96,4,4,12,8,28,Weak
APOLLOHOSP,Mar 2019,2.08,11.13,6.0,1.1,3.35,1.05,4,8,12,12,36,Weak
APOLLOHOSP,Mar 2020,3.84,14.15,12.93,1.08,3.4,1.0,4,12,12,12,40,Average
APOLLOHOSP,Mar 2021,1.3,10.8,2.98,0.9,2.77,0.93,4,4,16,8,32,Weak
APOLLOHOSP,Mar 2022,7.56,14.93,19.7,0.72,6.75,1.11,8,16,16,12,52,Average
APOLLOHOSP,Mar 2023,5.08,12.43,13.62,0.7,5.62,1.15,8,12,16,12,48,Average
APOLLOHOSP,Mar 2024,4.91,12.56,13.48,0.77,5.57,1.14,4,12,16,12,44,Average
ASIANPAINT,Mar 2013,11.04,16.54,34.28,0.07,44.07,1.55,12,20,20,16,68,Good
ASIANPAINT,Mar 2014,10.34,16.4,31.27,0.06,44.33,1.51,12,20,20,16,68,Good
ASIANPAINT,Mar 2015,10.48,16.47,30.09,0.09,56.79,1.53,12,20,20,16,68,Good
ASIANPAINT,Mar 2016,12.63,19.09,27.63,0.05,59.96,1.35,12,20,20,12,64,Good
ASIANPAINT,Mar 2017,13.38,19.88,26.51,0.07,90.05,1.21,12,20,20,12,64,Good
ASIANPAINT,Mar 2018,12.47,19.04,24.95,0.06,86.34,1.22,12,20,20,12,64,Good
ASIANPAINT,Mar 2019,11.48,19.57,23.31,0.14,36.72,1.18,12,20,20,12,64,Good
ASIANPAINT,Mar 2020,13.73,20.57,27.38,0.11,44.24,1.25,12,20,20,12,64,Good
ASIANPAINT,Mar 2021,14.77,22.36,25.04,0.09,56.39,1.07,12,20,20,12,64,Good
ASIANPAINT,Mar 2022,10.6,16.51,22.34,0.11,53.68,1.27,12,20,20,12,64,Good
ASIANPAINT,Mar 2023,12.16,18.15,26.23,0.12,46.47,1.34,12,20,20,12,64,Good
ASIANPAINT,Mar 2024,15.66,21.37,29.68,0.13,41.0,1.19,16,20,20,12,68,Good
BAJAJ-AUTO,Mar 2013,15.65,18.26,38.85,0.01,4446.0,1.58,16,20,20,16,72,Excellent
